,0
1004264,4151
1004265,4152
1004266,4153
1004267,4154
1004268,4155
1004269,4156
1004270,4157
1004271,4158
1004272,4159
1004273,4160
1004274,4161
1004275,4162
1004276,4163
1004277,4164
1004278,4165
1004279,4166
1004280,4167
1004281,4168
1004282,4169
1004283,4170
1004284,4171
1004285,4172
1004286,4173
1004287,4174
1004288,4175
1004289,4176
1004290,4177
1004291,4178
1004292,4179
1004293,4180
1004294,4181
1004295,4182
1004296,4183
1004297,4184
1004298,4185
1004299,4186
1004300,4187
1004301,4188
1004302,4189
1004303,4190
1004304,4191
1004305,4192
1004306,4193
1004307,4194
1004308,4195
1004309,4196
1004310,4197
1004311,4198
1004312,4199
1004313,4200
1004314,4201
1004315,4202
1004316,4203
1004317,4204
1004318,4205
1004319,4206
1004320,4207
1004321,4208
1004322,4209
1004323,4210
1004324,4211
1004325,4212
1004326,4213
1004327,4214
1004328,4215
1004329,4216
1004330,4217
1004331,4218
1004332,4219
1004333,4220
1004334,4221
1004335,4222
1004336,4223
1004337,4224
1004339,4225
1004340,4226
1004341,4227
1004342,4228
1004343,4229
1004344,4230
1004345,4231
1004346,4232
1004347,4233
1004348,4234
1004349,4235
1004350,4236
1004351,4237
1004352,4238
1004353,4239
1004354,4240
1004355,4241
1004357,4242
1004358,4243
1004359,4244
1004360,4245
1004361,4246
1004362,4247
1004363,4248
1004364,4249
1004365,4250
1004366,4251
1004367,4252
1004368,4253
1004369,4254
1004370,4255
1004371,4256
1004372,4257
1004373,4258
1004374,4259
1004375,4260
1004376,4261
1004377,4262
1004378,4263
1004379,4264
1004380,4265
1004381,4266
1004382,4267
1004383,4268
1004384,4269
1004385,4270
1004386,4271
1004387,4272
1004388,4273
1004389,4274
1004390,4275
1004391,4276
1004392,4277
1004393,4278
1004394,4279
1004395,4280
1004396,4281
1004398,4282
1004399,4283
1004400,4284
1004401,4285
1004402,4286
1004403,4287
1004404,4288
1004405,4289
1004407,4290
1004408,4291
1004409,4292
1004410,4293
1004411,4294
1004412,4295
1004413,4296
1004414,4297
1004415,4298
1004416,4299
1004417,4300
1004418,4301
1004419,4302
1004420,4303
1004421,4304
1004422,4305
1004423,4306
1004424,4307
1004425,4308
1004426,4309
1004427,4310
1004428,4311
1004429,4312
1004430,4313
1004431,4314
1004433,4315
1004434,4316
1004435,4317
1004436,4318
1004437,4319
1004438,4320
1004439,4321
1004440,4322
1004441,4323
1004442,4324
1004443,4325
1004444,4326
1004445,4327
1004446,4328
1004447,4329
1004448,4330
1004449,4331
1004450,4332
1004451,4333
1004452,4334
1004453,4335
1004454,4336
1004455,4337
1004456,4338
1004457,4339
1004458,4340
1004459,4341
1004460,4342
1004462,4343
1004463,4344
1004464,4345
1004465,4346
1004466,4347
1004467,4348
1004468,4349
1004469,4350
1004470,4351
1004471,4352
1004472,4353
1004473,4354
1004474,4355
1004475,4356
1004476,4357
1004477,4358
1004478,4359
1004479,4360
1004480,4361
1004481,4362
1004482,4363
1004483,4364
1004484,4365
1004485,4366
1004486,4367
1004487,4368
1004488,4369
1004489,4370
1004490,4371
1004491,4372
1004492,4373
1004493,4374
1004494,4375
1004495,4376
1004496,4377
1004497,4378
1004498,4379
1004499,4380
1004500,4381
1004501,4382
1004502,4383
1004503,4384
1004504,4385
1004505,4386
1004506,4387
1004507,4388
1004508,4389
1004509,4390
1004510,4391
1004511,4392
1004512,4393
1004513,4394
1004514,4395
1004515,4396
1004516,4397
1004517,4398
1004518,4399
1004519,4400
1004520,4401
1004521,4402
1004522,4403
1004523,4404
1004524,4405
1004525,4406
1004526,4407
1004527,4408
1004528,4409
1004529,4410
1004530,4411
1004531,4412
1004532,4413
1004533,4414
1004534,4415
1004535,4416
1004536,4417
1004537,4418
1004538,4419
1004539,4420
1004540,4421
1004541,4422
1004542,4423
1004543,4424
1004544,4425
1004545,4426
1004546,4427
1004547,4428
1004548,4429
1004549,4430
1004550,4431
1004551,4432
1004552,4433
1004553,4434
1004554,4435
1004555,4436
1004556,4437
1004557,4438
1004558,4439
1004559,4440
1004560,4441
1004561,4442
1004562,4443
1004563,4444
1004564,4445
1004565,4446
1004566,4447
1004567,4448
1004568,4449
1004569,4450
1004570,4451
1004571,4452
1004572,4453
1004573,4454
1004574,4455
1004576,4456
1004577,4457
1004578,4458
1004580,4459
1004582,4460
1004583,4461
1004584,4462
1004585,4463
1004586,4464
1004587,4465
1004588,4466
1004589,4467
1004590,4468
1004591,4469
1004592,4470
1004593,4471
1004594,4472
1004595,4473
1004596,4474
1004597,4475
1004598,4476
1004599,4477
1004600,4478
1004601,4479
1004602,4480
1004603,4481
1004604,4482
1004605,4483
1004606,4484
1004608,4485
1004609,4486
1004610,4487
1004611,4488
1004613,4489
1004614,4490
1004615,4491
1004616,4492
1004617,4493
1004618,4494
1004619,4495
1004621,4496
1004622,4497
1004623,4498
1004625,4499
1004626,4500
1004627,4501
1004628,4502
1004629,4503
1004630,4504
1004631,4505
1004632,4506
1004633,4507
1004634,4508
1004635,4509
1004636,4510
1004637,4511
1004638,4512
1004639,4513
1004640,4514
1004641,4515
1004642,4516
1004643,4517
1004644,4518
1004645,4519
1004646,4520
1004647,4521
1004648,4522
1004649,4523
1004650,4524
1004651,4525
1004652,4526
1004653,4527
1004654,4528
1004655,4529
1004656,4530
1004657,4531
1004658,4532
1004659,4533
1004660,4534
1004661,4535
1004663,4536
1004664,4537
1004665,4538
1004666,4539
1004667,4540
1004668,4541
1004669,4542
1004670,4543
1004671,4544
1004672,4545
1004673,4546
1004674,4547
1004675,4548
1004676,4549
1004677,4550
1004678,4551
1004679,4552
1004680,4553
1004681,4554
1004682,4555
1004683,4556
1004684,4557
1004685,4558
1004688,4559
1004689,4560
1004690,4561
1004691,4562
1004692,4563
1004693,4564
1004694,4565
1004695,4566
1004696,4567
1004697,4568
1004698,4569
1004699,4570
1004700,4571
1004701,4572
1004702,4573
1004703,4574
1004704,4575
1004705,4576
1004706,4577
1004707,4578
1004708,4579
1004709,4580
1004710,4581
1004711,4582
1004712,4583
1004713,4584
1004714,4585
1004715,4586
1004716,4587
1004717,4588
1004718,4589
1004719,4590
1004720,4591
1004721,4592
1004722,4593
1004723,4594
1004724,4595
1004725,4596
1004726,4597
1004727,4598
1004728,4599
1004729,4600
1004730,4601
1004731,4602
1004732,4603
1004733,4604
1004734,4605
1004735,4606
1004736,4607
1004737,4608
1004738,4609
1004739,4610
1004740,4611
1004741,4612
1004742,4613
1004743,4614
1004744,4615
1004745,4616
1004746,4617
1004748,4618
1004749,4619
1004750,4620
1004751,4621
1004752,4622
1004753,4623
1004754,4624
1004755,4625
1004756,4626
1004757,4627
1004758,4628
1004759,4629
1004760,4630
1004761,4631
1004763,4632
1004764,4633
1004765,4634
1004766,4635
1004767,4636
1004768,4637
1004769,4638
1004771,4639
1004772,4640
1004773,4641
1004774,4642
1004775,4643
1004776,4644
1004777,4645
1004778,4646
1004779,4647
1004780,4648
1004781,4649
1004782,4650
1004783,4651
1004785,4652
1004786,4653
1004787,4654
1004788,4655
1004789,4656
1004790,4657
1004791,4658
1004792,4659
1004793,4660
1004794,4661
1004795,4662
1004796,4663
1004797,4664
1004798,4665
1004799,4666
1004800,4667
1004801,4668
1004802,4669
1004803,4670
1004804,4671
1004805,4672
1004806,4673
1004807,4674
1004808,4675
1004809,4676
1004810,4677
1004811,4678
1004812,4679
1004813,4680
1004814,4681
1004815,4682
1004816,4683
1004817,4684
1004818,4685
1004819,4686
1004820,4687
1004821,4688
1004822,4689
1004823,4690
1004824,4691
1004825,4692
1004826,4693
1004827,4694
1004828,4695
1004829,4696
1004830,4697
1004832,4698
1004834,4699
1004835,4700
1004836,4701
1004837,4702
1004839,4703
1004840,4704
1004841,4705
1004842,4706
1004843,4707
1004844,4708
1004845,4709
1004846,4710
1004847,4711
1004848,4712
1004849,4713
1004850,4714
1004851,4715
1004852,4716
1004854,4717
1004855,4718
1004857,4719
1004858,4720
1004859,4721
1004860,4722
1004861,4723
1004862,4724
1004863,4725
1004864,4726
1004865,4727
1004866,4728
1004867,4729
1004868,4730
1004869,4731
1004870,4732
1004871,4733
1004872,4734
1004873,4735
1004874,4736
1004875,4737
1004876,4738
1004877,4739
1004878,4740
1004879,4741
1004880,4742
1004881,4743
1004882,4744
1004883,4745
1004884,4746
1004885,4747
1004888,4748
1004889,4749
1004890,4750
1004891,4751
1004892,4752
1004893,4753
1004894,4754
1004895,4755
1004896,4756
1004897,4757
1004898,4758
1004899,4759
1004900,4760
1004901,4761
1004902,4762
1004903,4763
1004904,4764
1004905,4765
1004906,4766
1004907,4767
1004908,4768
1004909,4769
1004910,4770
1004911,4771
1004912,4772
1004913,4773
1004915,4774
1004916,4775
1004917,4776
1004918,4777
1004919,4778
1004920,4779
1004921,4780
1004922,4781
1004923,4782
1004924,4783
1004925,4784
1004926,4785
1004927,4786
1004929,4787
1004930,4788
1004931,4789
1004932,4790
1004933,4791
1004934,4792
1004935,4793
1004936,4794
1004937,4795
1004938,4796
1004940,4797
1004941,4798
1004942,4799
1004943,4800
1004944,4801
1004945,4802
1004946,4803
1004947,4804
1004948,4805
1004949,4806
1004950,4807
1004951,4808
1004952,4809
1004953,4810
1004954,4811
1004955,4812
1004956,4813
1004957,4814
1004958,4815
1004959,4816
1004960,4817
1004961,4818
1004962,4819
1004963,4820
1004964,4821
1004965,4822
1004966,4823
1004967,4824
1004968,4825
1004969,4826
1004970,4827
1004971,4828
1004972,4829
1004973,4830
1004974,4831
1004975,4832
1004977,4833
1004978,4834
1004979,4835
1004980,4836
1004981,4837
1004982,4838
1004983,4839
1004984,4840
1004985,4841
1004986,4842
1004987,4843
1004988,4844
1004989,4845
1004990,4846
1004991,4847
1004992,4848
1004993,4849
1004994,4850
1004995,4851
1004996,4852
1004997,4853
1004998,4854
1004999,4855
1005000,4856
1005001,4857
1005002,4858
1005004,4859
1005005,4860
1005006,4861
1005007,4862
1005008,4863
1005009,4864
1005010,4865
1005011,4866
1005012,4867
1005013,4868
1005014,4869
1005015,4870
1005016,4871
1005017,4872
1005018,4873
1005019,4874
1005020,4875
1005021,4876
1005022,4877
1005023,4878
1005024,4879
1005025,4880
1005026,4881
1005027,4882
1005028,4883
1005029,4884
1005031,4885
1005033,4886
1005034,4887
1005035,4888
1005036,4889
1005037,4890
1005038,4891
1005039,4892
1005040,4893
1005041,4894
1005042,4895
1005043,4896
1005044,4897
1005045,4898
1005046,4899
1005047,4900
1005048,4901
1005049,4902
1005050,4903
1005051,4904
1005052,4905
1005053,4906
1005054,4907
1005055,4908
1005056,4909
1005057,4910
1005058,4911
1005059,4912
1005060,4913
1005061,4914
1005063,4915
1005064,4916
1005065,4917
1005066,4918
1005067,4919
1005068,4920
1005069,4921
1005070,4922
1005071,4923
1005072,4924
1005073,4925
1005074,4926
1005075,4927
1005076,4928
1005077,4929
1005078,4930
1005079,4931
1005080,4932
1005081,4933
1005082,4934
1005083,4935
1005084,4936
1005085,4937
1005086,4938
1005087,4939
1005088,4940
1005089,4941
1005090,4942
1005091,4943
1005092,4944
1005093,4945
1005094,4946
1005095,4947
1005096,4948
1005097,4949
1005098,4950
1005099,4951
1005100,4952
1005101,4953
1005102,4954
1005103,4955
1005104,4956
1005105,4957
1005106,4958
1005107,4959
1005108,4960
1005109,4961
1005110,4962
1005111,4963
1005112,4964
1005113,4965
1005114,4966
1005115,4967
1005116,4968
1005117,4969
1005118,4970
1005119,4971
1005120,4972
1005121,4973
1005122,4974
1005124,4975
1005125,4976
1005126,4977
1005127,4978
1005128,4979
1005129,4980
1005130,4981
1005132,4982
1005133,4983
1005134,4984
1005135,4985
1005136,4986
1005137,4987
1005138,4988
1005139,4989
1005140,4990
1005141,4991
1005142,4992
1005143,4993
1005144,4994
1005145,4995
1005147,4996
1005148,4997
1005149,4998
1005150,4999
1005151,5000
1005152,5001
1005153,5002
1005154,5003
1005155,5004
1005156,5005
1005157,5006
1005158,5007
1005159,5008
1005160,5009
1005161,5010
1005162,5011
1005163,5012
1005164,5013
1005165,5014
1005166,5015
1005167,5016
1005168,5017
1005169,5018
1005170,5019
1005171,5020
1005172,5021
1005173,5022
1005174,5023
1005175,5024
1005177,5025
1005178,5026
1005179,5027
1005180,5028
1005181,5029
1005182,5030
1005183,5031
1005184,5032
1005185,5033
1005186,5034
1005187,5035
1005188,5036
1005189,5037
1005190,5038
1005191,5039
1005192,5040
1005193,5041
1005194,5042
1005195,5043
1005196,5044
1005197,5045
1005198,5046
1005199,5047
1005200,5048
1005201,5049
1005202,5050
1005204,5051
1005205,5052
1005206,5053
1005207,5054
1005208,5055
1005209,5056
1005210,5057
1005211,5058
1005212,5059
1005213,5060
1005214,5061
1005215,5062
1005216,5063
1005217,5064
1005218,5065
1005219,5066
1005220,5067
1005221,5068
1005222,5069
1005223,5070
1005224,5071
1005226,5072
1005227,5073
1005228,5074
1005229,5075
1005230,5076
1005231,5077
1005232,5078
1005233,5079
1005234,5080
1005235,5081
1005236,5082
1005237,5083
1005238,5084
1005239,5085
1005240,5086
1005241,5087
1005242,5088
1005243,5089
1005244,5090
1005245,5091
1005246,5092
1005247,5093
1005249,5094
1005250,5095
1005252,5096
1005253,5097
1005254,5098
1005255,5099
1005257,5100
1005258,5101
1005259,5102
1005260,5103
1005263,5104
1005264,5105
1005265,5106
1005266,5107
1005267,5108
1005268,5109
1005269,5110
1005270,5111
1005271,5112
1005272,5113
1005273,5114
1005274,5115
1005275,5116
1005277,5117
1005278,5118
1005279,5119
1005280,5120
1005282,5121
1005283,5122
1005284,5123
1005285,5124
1005286,5125
1005287,5126
1005288,5127
1005289,5128
1005290,5129
1005291,5130
1005292,5131
1005293,5132
1005294,5133
1005295,5134
1005296,5135
1005297,5136
1005298,5137
1005299,5138
1005300,5139
1005301,5140
1005302,5141
1005303,5142
1005304,5143
1005307,5144
1005308,5145
1005309,5146
1005310,5147
1005311,5148
1005312,5149
1005313,5150
1005315,5151
1005316,5152
1005318,5153
1005320,5154
1005321,5155
1005322,5156
1005323,5157
1005324,5158
1005325,5159
1005326,5160
1005327,5161
1005328,5162
1005329,5163
1005330,5164
1005331,5165
1005332,5166
1005333,5167
1005334,5168
1005335,5169
1005338,5170
1005339,5171
1005340,5172
1005341,5173
1005342,5174
1005343,5175
1005344,5176
1005345,5177
1005346,5178
1005347,5179
1005348,5180
1005349,5181
1005350,5182
1005351,5183
1005352,5184
1005353,5185
1005354,5186
1005355,5187
1005356,5188
1005357,5189
1005358,5190
1005359,5191
